#EXPORTTYPE:DATA ALL
#FILE:ExpDat_00089_CaC2O4_20_1000_Al2O3-lids_Air-30-10_TGA.imp
#FORMAT:NETZSCH5
#FTYPE:ASCII
#IDENTITY:ExpDat_00089_CaC2O4_20_1000_Al2
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:TG
#INSTRUMENT:IMPORTED TG
#PROJECT:
#DATE/TIME:25.09.2008 14:22
#CORR. FILE:
#TEMPCAL:---
#LABORATORY:
#OPERATOR:
#REMARK:
#SAMPLE:
#SAMPLE MASS /mg:21.348
#MATERIAL:
#REFERENCE:
#REFERENCE MASS /mg:
#TYPE OF CRUCIBLE:
#SAMPLE CRUCIBLE MASS /mg:0.000
#REFERENCE CRUCIBLE MASS /mg:
#PROTECTIVE GAS:
#FLOW RATE:
#PURGE GAS 1:
#FLOW RATE 1:
#PURGE GAS 2:
#FLOW RATE 2:
#M.RANGE /mg:0
#CORR. CODE:600
#RANGE:30oC/20.1(K/min)/1000oC
#SEGMENT:S1/1
#SEG. 1:30oC/20.1(K/min)/1000oC

##Temp./oC;Time/min;Mass/%;DTG/(%/min)
 51.68800; 2.96613; 99.99683;-3.3348e-003
 52.18800; 2.99509; 99.99664;-8.9215e-003
 52.68800; 3.02374; 99.99634;-1.1558e-002
 53.18800; 3.05214; 99.99600;-1.1380e-002
 53.68800; 3.08032; 99.99570;-1.0032e-002
 54.18800; 3.10824; 99.99544;-8.1871e-003
 54.68800; 3.13594; 99.99523;-7.3038e-003
 55.18800; 3.16338; 99.99504;-7.1589e-003
 55.68800; 3.19062; 99.99483;-8.9852e-003
 56.18800; 3.21768; 99.99455;-1.2329e-002
 56.68800; 3.24457; 99.99416;-1.6510e-002
 57.18800; 3.27126; 99.99366;-2.0705e-002
 57.68800; 3.29773; 99.99306;-2.4675e-002
 58.18800; 3.32397; 99.99236;-2.8352e-002
 58.68800; 3.34998; 99.99158;-3.1096e-002
 59.18800; 3.37577; 99.99076;-3.2944e-002
 59.68800; 3.40138; 99.98989;-3.4478e-002
 60.18800; 3.42681; 99.98900;-3.5176e-002
 60.68800; 3.45210; 99.98811;-3.4838e-002
 61.18800; 3.47724; 99.98725;-3.2921e-002
 61.68800; 3.50223; 99.98646;-2.9860e-002
 62.18800; 3.52706; 99.98576;-2.7062e-002
 62.68800; 3.55173; 99.98512;-2.5013e-002
 63.18800; 3.57630; 99.98451;-2.5563e-002
 63.68800; 3.60074; 99.98387;-2.8167e-002
 64.18800; 3.62505; 99.98313;-3.2612e-002
 64.68800; 3.64926; 99.98228;-3.8016e-002
 65.18800; 3.67331; 99.98131;-4.1658e-002
 65.68800; 3.69724; 99.98029;-4.2967e-002
 66.18800; 3.72106; 99.97928;-4.0401e-002
 66.68800; 3.74477; 99.97837;-3.5265e-002
 67.18800; 3.76838; 99.97762;-2.7546e-002
 67.68800; 3.79189; 99.97707;-1.8835e-002
 68.18800; 3.81532; 99.97673;-1.0716e-002
 68.68800; 3.83863; 99.97657;-3.6495e-003
 69.18800; 3.86183; 99.97655; 1.1403e-003
 69.68800; 3.88495; 99.97661; 3.2810e-003
 70.18800; 3.90799; 99.97670; 3.2826e-003
 70.68800; 3.93095; 99.97676; 1.6427e-003
 71.18800; 3.95386; 99.97677;-3.2116e-004
 71.68800; 3.97669; 99.97675;-9.8683e-004
 72.18800; 3.99944; 99.97673; 1.6583e-004
 72.68800; 4.02210; 99.97677; 3.9770e-003
 73.18800; 4.04465; 99.97691; 9.4712e-003
 73.68800; 4.06708; 99.97720; 1.5985e-002
 74.18800; 4.08943; 99.97762; 2.0395e-002
 74.68800; 4.11169; 99.97811; 2.3008e-002
 75.18800; 4.13387; 99.97863; 2.2273e-002
 75.68800; 4.15599; 99.97908; 1.6923e-002
 76.18800; 4.17807; 99.97936; 7.8515e-003
 76.68800; 4.20009; 99.97943;-3.4467e-003
 77.18800; 4.22208; 99.97921;-1.6464e-002
 77.68800; 4.24404; 99.97870;-2.8685e-002
 78.18800; 4.26595; 99.97796;-3.8249e-002
 78.68800; 4.28780; 99.97705;-4.2816e-002
 79.18800; 4.30958; 99.97610;-4.1642e-002
 79.68800; 4.33128; 99.97525;-3.5595e-002
 80.18800; 4.35292; 99.97457;-2.5935e-002
 80.68800; 4.37451; 99.97413;-1.5002e-002
 81.18800; 4.39603; 99.97392;-5.7447e-003
 81.68800; 4.41749; 99.97387;-1.6065e-004
 82.18800; 4.43890; 99.97390; 6.3408e-004
 82.68800; 4.46023; 99.97389;-3.3983e-003
 83.18800; 4.48150; 99.97375;-1.0993e-002
 83.68800; 4.50273; 99.97342;-2.0945e-002
 84.18800; 4.52392; 99.97286;-3.1681e-002
 84.68800; 4.54505; 99.97208;-4.1635e-002
 85.18800; 4.56613; 99.97110;-4.9942e-002
 85.68800; 4.58715; 99.96998;-5.6236e-002
 86.18800; 4.60811; 99.96875;-6.0343e-002
 86.68800; 4.62901; 99.96746;-6.1268e-002
 87.18800; 4.64986; 99.96619;-5.9362e-002
 87.68800; 4.67067; 99.96499;-5.5880e-002
 88.18800; 4.69142; 99.96387;-5.1635e-002
 88.68800; 4.71213; 99.96285;-4.6907e-002
 89.18800; 4.73283; 99.96193;-4.2270e-002
 89.68800; 4.75349; 99.96110;-3.8354e-002
 90.18800; 4.77411; 99.96035;-3.4952e-002
 90.68800; 4.79471; 99.95966;-3.1891e-002
 91.18800; 4.81528; 99.95903;-2.9271e-002
 91.68800; 4.83580; 99.95846;-2.6958e-002
 92.18800; 4.85627; 99.95792;-2.5567e-002
 92.68800; 4.87671; 99.95741;-2.5165e-002
 93.18800; 4.89711; 99.95689;-2.6194e-002
 93.68800; 4.91748; 99.95634;-2.8585e-002
 94.18800; 4.93784; 99.95573;-3.1995e-002
 94.68800; 4.95817; 99.95504;-3.6233e-002
 95.18800; 4.97848; 99.95426;-4.0959e-002
 95.68800; 4.99876; 99.95337;-4.5663e-002
 96.18800; 5.01902; 99.95240;-4.9863e-002
 96.68800; 5.03924; 99.95136;-5.2864e-002
 97.18800; 5.05942; 99.95027;-5.3714e-002
 97.68800; 5.07959; 99.94920;-5.1818e-002
 98.18800; 5.09972; 99.94819;-4.7723e-002
 98.68800; 5.11984; 99.94728;-4.1563e-002
 99.18800; 5.13994; 99.94652;-3.3788e-002
 99.68800; 5.16003; 99.94592;-2.5220e-002
100.18800; 5.18011; 99.94550;-1.6725e-002
100.68800; 5.20019; 99.94525;-9.5387e-003
101.18800; 5.22025; 99.94512;-4.5664e-003
101.68800; 5.24032; 99.94506;-1.6915e-003
102.18800; 5.26038; 99.94504;-1.2258e-003
102.68800; 5.28044; 99.94501;-3.3210e-003
103.18800; 5.30047; 99.94491;-7.7777e-003
103.68800; 5.32048; 99.94469;-1.4325e-002
104.18800; 5.34048; 99.94433;-2.2381e-002
104.68800; 5.36046; 99.94380;-3.1335e-002
105.18800; 5.38043; 99.94308;-4.0003e-002
105.68800; 5.40037; 99.94220;-4.7558e-002
106.18800; 5.42031; 99.94119;-5.3026e-002
106.68800; 5.44023; 99.94009;-5.5900e-002
107.18800; 5.46016; 99.93897;-5.6361e-002
107.68800; 5.48008; 99.93785;-5.4712e-002
108.18800; 5.50002; 99.93679;-5.2117e-002
108.68800; 5.51995; 99.93577;-4.9859e-002
109.18800; 5.53989; 99.93479;-4.9088e-002
109.68800; 5.55981; 99.93381;-5.0199e-002
110.18800; 5.57971; 99.93279;-5.3305e-002
110.68800; 5.59960; 99.93169;-5.8116e-002
111.18800; 5.61949; 99.93048;-6.4696e-002
111.68800; 5.63937; 99.92912;-7.2345e-002
112.18800; 5.65925; 99.92760;-8.0492e-002
112.68800; 5.67912; 99.92592;-8.8653e-002
113.18800; 5.69899; 99.92408;-9.6138e-002
113.68800; 5.71885; 99.92210;    -0.10234
114.18800; 5.73868; 99.92002;    -0.10634
114.68800; 5.75850; 99.91789;    -0.10697
115.18800; 5.77831; 99.91579;    -0.10353
115.68800; 5.79810; 99.91380;-9.5906e-002
116.18800; 5.81788; 99.91200;-8.4677e-002
116.68800; 5.83766; 99.91045;-7.1021e-002
117.18800; 5.85744; 99.90919;-5.6438e-002
117.68800; 5.87723; 99.90822;-4.2380e-002
118.18800; 5.89702; 99.90751;-2.9931e-002
118.68800; 5.91683; 99.90703;-2.0033e-002
119.18800; 5.93664; 99.90671;-1.2687e-002
119.68800; 5.95644; 99.90652;-7.5793e-003
120.18800; 5.97623; 99.90641;-4.4577e-003
120.68800; 5.99601; 99.90634;-2.9819e-003
121.18800; 6.01577; 99.90629;-2.4421e-003
121.68800; 6.03551; 99.90624;-2.9294e-003
122.18800; 6.05524; 99.90617;-4.7731e-003
122.68800; 6.07496; 99.90605;-7.7890e-003
123.18800; 6.09467; 99.90586;-1.1990e-002
123.68800; 6.11437; 99.90558;-1.7538e-002
124.18800; 6.13406; 99.90517;-2.4407e-002
124.68800; 6.15374; 99.90462;-3.1931e-002
125.18800; 6.17340; 99.90391;-3.9603e-002
125.68800; 6.19305; 99.90306;-4.6800e-002
126.18800; 6.21270; 99.90208;-5.2942e-002
126.68800; 6.23234; 99.90098;-5.7701e-002
127.18800; 6.25198; 99.89981;-6.1253e-002
127.68800; 6.27164; 99.89858;-6.3749e-002
128.18800; 6.29130; 99.89731;-6.5407e-002
128.68800; 6.31095; 99.89601;-6.6675e-002
129.18800; 6.33059; 99.89469;-6.7788e-002
129.68800; 6.35023; 99.89334;-6.9106e-002
130.18800; 6.36986; 99.89197;-7.0865e-002
130.68800; 6.38949; 99.89056;-7.2740e-002
131.18800; 6.40912; 99.88911;-7.5111e-002
131.68800; 6.42875; 99.88761;-7.8454e-002
132.18800; 6.44838; 99.88603;-8.3334e-002
132.68800; 6.46800; 99.88434;-8.9648e-002
133.18800; 6.48763; 99.88251;-9.7410e-002
133.68800; 6.50725; 99.88051;    -0.10657
134.18800; 6.52688; 99.87833;    -0.11633
134.68800; 6.54651; 99.87595;    -0.12599
135.18800; 6.56616; 99.87338;    -0.13435
135.68800; 6.58580; 99.87067;    -0.14039
136.18800; 6.60545; 99.86787;    -0.14359
136.68800; 6.62510; 99.86503;    -0.14429
137.18800; 6.64475; 99.86220;    -0.14277
137.68800; 6.66441; 99.85942;    -0.13962
138.18800; 6.68409; 99.85671;    -0.13640
138.68800; 6.70377; 99.85405;    -0.13474
139.18800; 6.72345; 99.85140;    -0.13618
139.68800; 6.74313; 99.84869;    -0.14114
140.18800; 6.76280; 99.84584;    -0.14993
140.68800; 6.78246; 99.84279;    -0.16191
141.18800; 6.80211; 99.83948;    -0.17508
141.68800; 6.82177; 99.83590;    -0.18761
142.18800; 6.84142; 99.83210;    -0.19768
142.68800; 6.86108; 99.82814;    -0.20367
143.18800; 6.88075; 99.82410;    -0.20542
143.68800; 6.90042; 99.82006;    -0.20312
144.18800; 6.92010; 99.81611;    -0.19764
144.68800; 6.93980; 99.81228;    -0.19028
145.18800; 6.95953; 99.80861;    -0.18320
145.68800; 6.97928; 99.80505;    -0.17756
146.18800; 6.99905; 99.80159;    -0.17424
146.68800; 7.01885; 99.79815;    -0.17377
147.18800; 7.03865; 99.79470;    -0.17601
147.68800; 7.05842; 99.79118;    -0.18107
148.18800; 7.07818; 99.78754;    -0.18819
148.68800; 7.09794; 99.78374;    -0.19613
149.18800; 7.11769; 99.77979;    -0.20416
149.68800; 7.13745; 99.77568;    -0.21209
150.18800; 7.15723; 99.77141;    -0.21937
150.68800; 7.17703; 99.76700;    -0.22522
151.18800; 7.19684; 99.76249;    -0.22970
151.68800; 7.21667; 99.75789;    -0.23303
152.18800; 7.23652; 99.75324;    -0.23564
152.68800; 7.25638; 99.74854;    -0.23767
153.18800; 7.27628; 99.74379;    -0.23888
153.68800; 7.29620; 99.73903;    -0.23982
154.18800; 7.31614; 99.73424;    -0.24039
154.68800; 7.33608; 99.72944;    -0.24097
155.18800; 7.35604; 99.72462;    -0.24239
155.68800; 7.37600; 99.71976;    -0.24511
156.18800; 7.39597; 99.71483;    -0.24891
156.68800; 7.41593; 99.70982;    -0.25441
157.18800; 7.43591; 99.70467;    -0.26156
157.68800; 7.45590; 99.69936;    -0.26969
158.18800; 7.47591; 99.69388;    -0.27832
158.68800; 7.49592; 99.68822;    -0.28677
159.18800; 7.51597; 99.68239;    -0.29482
159.68800; 7.53604; 99.67640;    -0.30240
160.18800; 7.55613; 99.67025;    -0.30933
160.68800; 7.57623; 99.66396;    -0.31595
161.18800; 7.59636; 99.65754;    -0.32278
161.68800; 7.61650; 99.65097;    -0.32975
162.18800; 7.63665; 99.64425;    -0.33737
162.68800; 7.65682; 99.63736;    -0.34581
163.18800; 7.67700; 99.63029;    -0.35542
163.68800; 7.69719; 99.62301;    -0.36585
164.18800; 7.71739; 99.61551;    -0.37746
164.68800; 7.73760; 99.60776;    -0.39018
165.18800; 7.75783; 99.59973;    -0.40411
165.68800; 7.77806; 99.59141;    -0.41927
166.18800; 7.79832; 99.58276;    -0.43545
166.68800; 7.81858; 99.57376;    -0.45285
167.18800; 7.83886; 99.56439;    -0.47143
167.68800; 7.85915; 99.55463;    -0.49097
168.18800; 7.87945; 99.54446;    -0.51180
168.68800; 7.89976; 99.53385;    -0.53371
169.18800; 7.92010; 99.52277;    -0.55633
169.68800; 7.94045; 99.51121;    -0.57976
170.18800; 7.96083; 99.49915;    -0.60390
170.68800; 7.98123; 99.48658;    -0.62882
171.18800; 8.00165; 99.47348;    -0.65431
171.68800; 8.02209; 99.45984;    -0.68051
172.18800; 8.04255; 99.44565;    -0.70759
172.68800; 8.06302; 99.43088;    -0.73564
173.18800; 8.08352; 99.41550;    -0.76452
173.68800; 8.10402; 99.39953;    -0.79399
174.18800; 8.12453; 99.38294;    -0.82358
174.68800; 8.14504; 99.36575;    -0.85243
175.18800; 8.16556; 99.34797;    -0.87942
175.68800; 8.18610; 99.32964;    -0.90375
176.18800; 8.20666; 99.31083;    -0.92470
176.68800; 8.22725; 99.29160;    -0.94174
177.18800; 8.24785; 99.27205;    -0.95532
177.68800; 8.26846; 99.25223;    -0.96603
178.18800; 8.28909; 99.23221;    -0.97485
178.68800; 8.30973; 99.21200;    -0.98254
179.18800; 8.33040; 99.19162;    -0.99012
179.68800; 8.35109; 99.17106;    -0.99831
180.18800; 8.37179; 99.15030;    -1.00730
180.68800; 8.39251; 99.12933;    -1.01714
181.18800; 8.41324; 99.10814;    -1.02813
181.68800; 8.43397; 99.08670;    -1.04050
182.18800; 8.45471; 99.06498;    -1.05430
182.68800; 8.47546; 99.04295;    -1.06982
183.18800; 8.49622; 99.02057;    -1.08745
183.68800; 8.51699; 98.99779;    -1.10705
184.18800; 8.53777; 98.97457;    -1.12919
184.68800; 8.55856; 98.95085;    -1.15399
185.18800; 8.57935; 98.92658;    -1.18202
185.68800; 8.60017; 98.90166;    -1.21463
186.18800; 8.62101; 98.87597;    -1.25367
186.68800; 8.64186; 98.84938;    -1.30088
187.18800; 8.66272; 98.82168;    -1.35804
187.68800; 8.68362; 98.79264;    -1.42517
188.18800; 8.70453; 98.76208;    -1.50049
188.68800; 8.72545; 98.72986;    -1.58069
189.18800; 8.74640; 98.69589;    -1.66008
189.68800; 8.76738; 98.66026;    -1.73211
190.18800; 8.78839; 98.62319;    -1.79124
190.68800; 8.80943; 98.58498;    -1.83382
191.18800; 8.83050; 98.54601;    -1.85879
191.68800; 8.85159; 98.50665;    -1.86888
192.18800; 8.87270; 98.46715;    -1.86887
192.68800; 8.89384; 98.42769;    -1.86455
193.18800; 8.91499; 98.38831;    -1.86151
193.68800; 8.93614; 98.34893;    -1.86404
194.18800; 8.95732; 98.30938;    -1.87429
194.68800; 8.97850; 98.26953;    -1.89211
195.18800; 8.99968; 98.22921;    -1.91637
195.68800; 9.02088; 98.18830;    -1.94518
196.18800; 9.04210; 98.14670;    -1.97718
196.68800; 9.06333; 98.10437;    -2.01118
197.18800; 9.08459; 98.06123;    -2.04673
197.68800; 9.10589; 98.01725;    -2.08348
198.18800; 9.12723; 97.97238;    -2.12192
198.68800; 9.14861; 97.92660;    -2.16186
199.18800; 9.17001; 97.87989;    -2.20351
199.68800; 9.19145; 97.83219;    -2.24686
200.18800; 9.21291; 97.78350;    -2.29145
200.68800; 9.23438; 97.73381;    -2.33702
201.18800; 9.25587; 97.68309;    -2.38347
201.68800; 9.27738; 97.63132;    -2.43038
202.18800; 9.29891; 97.57850;    -2.47730
202.68800; 9.32044; 97.52466;    -2.52415
203.18800; 9.34197; 97.46980;    -2.57073
203.68800; 9.36351; 97.41392;    -2.61756
204.18800; 9.38509; 97.35694;    -2.66521
204.68800; 9.40667; 97.29890;    -2.71435
205.18800; 9.42829; 97.23968;    -2.76582
205.68800; 9.44995; 97.17920;    -2.82038
206.18800; 9.47164; 97.11741;    -2.87841
206.68800; 9.49333; 97.05432;    -2.93970
207.18800; 9.51505; 96.98978;    -3.00406
207.68800; 9.53677; 96.92380;    -3.07074
208.18800; 9.55849; 96.85637;    -3.13938
208.68800; 9.58023; 96.78738;    -3.20883
209.18800; 9.60200; 96.71676;    -3.27831
209.68800; 9.62379; 96.64459;    -3.34649
210.18800; 9.64560; 96.57084;    -3.41273
210.68800; 9.66745; 96.49557;    -3.47580
211.18800; 9.68933; 96.41887;    -3.53539
211.68800; 9.71124; 96.34078;    -3.59192
212.18800; 9.73319; 96.26134;    -3.64652
212.68800; 9.75516; 96.18060;    -3.70042
213.18800; 9.77717; 96.09856;    -3.75522
213.68800; 9.79921; 96.01520;    -3.81223
214.18800; 9.82125; 95.93052;    -3.87166
214.68800; 9.84330; 95.84450;    -3.93371
215.18800; 9.86536; 95.75701;    -3.99771
215.68800; 9.88743; 95.66807;    -4.06288
216.18800; 9.90951; 95.57762;    -4.12888
216.68800; 9.93161; 95.48562;    -4.19610
217.18800; 9.95375; 95.39200;    -4.26535
217.68800; 9.97590; 95.29671;    -4.33852
218.18800; 9.99809; 95.19962;    -4.41669
218.68800;10.02030; 95.10057;    -4.50085
219.18800;10.04255; 94.99949;    -4.59075
219.68800;10.06482; 94.89622;    -4.68488
220.18800;10.08711; 94.79072;    -4.78045
220.68800;10.10940; 94.68308;    -4.87366
221.18800;10.13171; 94.57338;    -4.96099
221.68800;10.15402; 94.46178;    -5.04033
222.18800;10.17632; 94.34855;    -5.11028
222.68800;10.19862; 94.23385;    -5.17107
223.18800;10.22096; 94.11774;    -5.22438
223.68800;10.24330; 94.00045;    -5.27263
224.18800;10.26567; 93.88196;    -5.31789
224.68800;10.28809; 93.76228;    -5.36235
225.18800;10.31052; 93.64150;    -5.40759
225.68800;10.33296; 93.51963;    -5.45419
226.18800;10.35542; 93.39659;    -5.50302
226.68800;10.37788; 93.27241;    -5.55449
227.18800;10.40035; 93.14698;    -5.60892
227.68800;10.42285; 93.02019;    -5.66633
228.18800;10.44535; 92.89200;    -5.72602
228.68800;10.46787; 92.76236;    -5.78717
229.18800;10.49042; 92.63119;    -5.84808
229.68800;10.51299; 92.49852;    -5.90681
230.18800;10.53558; 92.36444;    -5.96161
230.68800;10.55819; 92.22908;    -6.01168
231.18800;10.58081; 92.09256;    -6.05589
231.68800;10.60343; 91.95512;    -6.09384
232.18800;10.62605; 91.81692;    -6.12565
232.68800;10.64865; 91.67811;    -6.15074
233.18800;10.67127; 91.53880;    -6.16872
233.68800;10.69387; 91.39923;    -6.17877
234.18800;10.71646; 91.25960;    -6.18036
234.68800;10.73905; 91.12002;    -6.17290
235.18800;10.76164; 90.98073;    -6.15662
235.68800;10.78422; 90.84196;    -6.13186
236.18800;10.80682; 90.70370;    -6.09927
236.68800;10.82943; 90.56619;    -6.06032
237.18800;10.85205; 90.42964;    -6.01610
237.68800;10.87467; 90.29405;    -5.96795
238.18800;10.89730; 90.15960;    -5.91700
238.68800;10.91989; 90.02652;    -5.86358
239.18800;10.94246; 89.89476;    -5.80791
239.68800;10.96503; 89.76436;    -5.74928
240.18800;10.98756; 89.63549;    -5.68668
240.68800;11.01007; 89.50822;    -5.61851
241.18800;11.03258; 89.38258;    -5.54215
241.68800;11.05505; 89.25895;    -5.45476
242.18800;11.07749; 89.13761;    -5.35348
242.68800;11.09991; 89.01884;    -5.23527
243.18800;11.12231; 88.90302;    -5.09771
243.68800;11.14469; 88.79065;    -4.94017
244.18800;11.16705; 88.68209;    -4.76302
244.68800;11.18938; 88.57781;    -4.56723
245.18800;11.21169; 88.47823;    -4.35338
245.68800;11.23397; 88.38376;    -4.12225
246.18800;11.25620; 88.29482;    -3.87331
246.68800;11.27838; 88.21176;    -3.60628
247.18800;11.30053; 88.13498;    -3.32200
247.68800;11.32262; 88.06483;    -3.02201
248.18800;11.34469; 88.00156;    -2.71028
248.68800;11.36671; 87.94536;    -2.39261
249.18800;11.38868; 87.89629;    -2.07662
249.68800;11.41058; 87.85420;    -1.77064
250.18800;11.43244; 87.81874;    -1.48220
250.68800;11.45422; 87.78944;    -1.21869
251.18800;11.47593; 87.76564;    -0.98537
251.68800;11.49760; 87.74660;    -0.78451
252.18800;11.51923; 87.73158;    -0.61673
252.68800;11.54082; 87.71987;    -0.48041
253.18800;11.56239; 87.71078;    -0.37227
253.68800;11.58395; 87.70375;    -0.28805
254.18800;11.60549; 87.69831;    -0.22394
254.68800;11.62703; 87.69406;    -0.17651
255.18800;11.64857; 87.69068;    -0.14272
255.68800;11.67008; 87.68789;    -0.12014
256.18800;11.69158; 87.68548;    -0.10714
256.68800;11.71308; 87.68327;    -0.10135
257.18800;11.73459; 87.68111;    -0.10096
257.68800;11.75612; 87.67892;    -0.10353
258.18800;11.77767; 87.67665;    -0.10685
258.68800;11.79924; 87.67431;    -0.10932
259.18800;11.82082; 87.67194;    -0.10994
259.68800;11.84242; 87.66957;    -0.10800
260.18800;11.86402; 87.66727;    -0.10421
260.68800;11.88565; 87.66507;-9.8814e-002
261.18800;11.90731; 87.66300;-9.3243e-002
261.68800;11.92899; 87.66103;-8.8114e-002
262.18800;11.95069; 87.65917;-8.3829e-002
262.68800;11.97243; 87.65739;-8.0771e-002
263.18800;11.99419; 87.65566;-7.8698e-002
263.68800;12.01596; 87.65396;-7.7264e-002
264.18800;12.03777; 87.65229;-7.5718e-002
264.68800;12.05961; 87.65066;-7.3813e-002
265.18800;12.08148; 87.64906;-7.2074e-002
265.68800;12.10339; 87.64750;-7.0043e-002
266.18800;12.12533; 87.64599;-6.8555e-002
266.68800;12.14729; 87.64449;-6.8388e-002
267.18800;12.16927; 87.64297;-7.0428e-002
267.68800;12.19128; 87.64139;-7.4786e-002
268.18800;12.21331; 87.63968;-8.1171e-002
268.68800;12.23538; 87.63780;-8.8667e-002
269.18800;12.25749; 87.63576;-9.6243e-002
269.68800;12.27963; 87.63355;    -0.10225
270.18800;12.30179; 87.63123;    -0.10557
270.68800;12.32398; 87.62888;    -0.10558
271.18800;12.34619; 87.62656;    -0.10176
271.68800;12.36843; 87.62436;-9.4640e-002
272.18800;12.39071; 87.62235;-8.4461e-002
272.68800;12.41303; 87.62060;-7.1228e-002
273.18800;12.43538; 87.61918;-5.5372e-002
273.68800;12.45773; 87.61814;-3.7568e-002
274.18800;12.48012; 87.61750;-1.8935e-002
274.68800;12.50253; 87.61729;-9.2563e-004
275.18800;12.52494; 87.61746; 1.4808e-002
275.68800;12.54740; 87.61794; 2.6491e-002
276.18800;12.56989; 87.61863; 3.2835e-002
276.68800;12.59240; 87.61940; 3.2591e-002
277.18800;12.61494; 87.62008; 2.5965e-002
277.68800;12.63752; 87.62055; 1.4264e-002
278.18800;12.66009; 87.62072;-2.3593e-004
278.68800;12.68268; 87.62054;-1.5175e-002
279.18800;12.70527; 87.62004;-2.7780e-002
279.68800;12.72787; 87.61930;-3.6108e-002
280.18800;12.75048; 87.61842;-3.9740e-002
280.68800;12.77313; 87.61751;-3.8914e-002
281.18800;12.79583; 87.61666;-3.5183e-002
281.68800;12.81856; 87.61592;-3.0357e-002
282.18800;12.84132; 87.61528;-2.6482e-002
282.68800;12.86411; 87.61471;-2.4451e-002
283.18800;12.88690; 87.61416;-2.4432e-002
283.68800;12.90970; 87.61359;-2.5587e-002
284.18800;12.93254; 87.61299;-2.6626e-002
284.68800;12.95542; 87.61238;-2.6217e-002
285.18800;12.97834; 87.61180;-2.3027e-002
285.68800;13.00130; 87.61133;-1.8006e-002
286.18800;13.02429; 87.61097;-1.3311e-002
286.68800;13.04731; 87.61070;-1.1567e-002
287.18800;13.07035; 87.61042;-1.5271e-002
