#EXPORTTYPE:                 ,DATA SINGLE                                   
#FILE:                       ,03881-2_bline_-30-180_10_Ar-20-70_03.04.12.bd3
#FORMAT:                     ,NETZSCH5                                      
#FTYPE:                      ,ASCII                                         
#IDENTITY:                   ,03881-2                                       
#DECIMAL:                    ,POINT                                         
#SEPARATOR:                  ,COMMA                                         
#MTYPE:                      ,DSC                                           
#INSTRUMENT:                 ,NETZSCH DSC 204F1                             
#PROJECT:                    ,'??<R?¿?Raai                                  
#DATE/TIME:                  ,03-Apr-12 5:24:10 PM                          
#CORR. FILE:                 ,                                              
#TEMPCAL:                    ,03060_Al-pirced_10_Ar-20-70_27.01.11.td3      
#SENSITIVITY:                ,Senszero.exx                                  
#LABORATORY:                 ,'?a¿Rý?-ÿ¿???                                 
#OPERATOR:                   ,?a?e?-?R                                      
#REMARK:                     ,                                              
#SAMPLE:                     ,bline                                         
#SAMPLE MASS /mg:            ,0.0000                                        
#MATERIAL:                   ,??a                                           
#REFERENCE:                  ,-?a                                           
#REFERENCE MASS /mg:         ,0.0000                                        
#TYPE OF CRUCIBLE:           ,Pan Al, pierced lid                           
#SAMPLE CRUCIBLE MASS /mg:   ,0.0000                                        
#REFERENCE CRUCIBLE MASS /mg:,0.0000                                        
#M.RANGE /cV:                ,5000                                          
#TAU-R:                      ,---                                           
#CORR. CODE:                 ,000                                           
#EXO:                        ,+1                                            
#RANGE:                      ,-30oC....180oC/0.0....10.0K/min               
#SEGMENT:                    ,S1-3/3                                        
#SEG. 1:                     ,-30oC/00:10/-30oC                             
#SEG. 2:                     ,-30oC/10.0(K/min)/180oC                       
#SEG. 3:                     ,180oC/00:10/180oC                             

##Temp./oC,Time/min,DSC/uV,Sensit./(uV/mW),Segment
180.08632,35.30000, 4.6030e-002,1.00000,3
180.08594,35.31000, 4.6062e-002,1.00000,3
180.08556,35.32000, 4.6118e-002,1.00000,3
180.08518,35.33000, 4.6198e-002,1.00000,3
180.08480,35.34000, 4.6299e-002,1.00000,3
180.08442,35.35000, 4.6420e-002,1.00000,3
180.08404,35.36000, 4.6559e-002,1.00000,3
180.08367,35.37000, 4.6715e-002,1.00000,3
180.08329,35.38000, 4.6885e-002,1.00000,3
180.08291,35.39000, 4.7068e-002,1.00000,3
180.08254,35.40000, 4.7262e-002,1.00000,3
180.08217,35.41000, 4.7465e-002,1.00000,3
180.08179,35.42000, 4.7676e-002,1.00000,3
180.08143,35.43000, 4.7891e-002,1.00000,3
180.08106,35.44000, 4.8102e-002,1.00000,3
180.08069,35.45000, 4.8298e-002,1.00000,3
180.08033,35.46000, 4.8470e-002,1.00000,3
180.07997,35.47000, 4.8608e-002,1.00000,3
180.07961,35.48000, 4.8702e-002,1.00000,3
180.07926,35.49000, 4.8742e-002,1.00000,3
180.07891,35.50000, 4.8718e-002,1.00000,3
180.07856,35.51000, 4.8621e-002,1.00000,3
180.07821,35.52000, 4.8441e-002,1.00000,3
180.07786,35.53000, 4.8175e-002,1.00000,3
180.07752,35.54000, 4.7841e-002,1.00000,3
180.07718,35.55000, 4.7462e-002,1.00000,3
180.07684,35.56000, 4.7060e-002,1.00000,3
180.07651,35.57000, 4.6659e-002,1.00000,3
180.07617,35.58000, 4.6280e-002,1.00000,3
180.07584,35.59000, 4.5947e-002,1.00000,3
180.07551,35.60000, 4.5682e-002,1.00000,3
180.07518,35.61000, 4.5508e-002,1.00000,3
180.07486,35.62000, 4.5447e-002,1.00000,3
180.07453,35.63000, 4.5511e-002,1.00000,3
180.07421,35.64000, 4.5682e-002,1.00000,3
180.07388,35.65000, 4.5933e-002,1.00000,3
180.07356,35.66000, 4.6237e-002,1.00000,3
180.07324,35.67000, 4.6570e-002,1.00000,3
180.07293,35.68000, 4.6905e-002,1.00000,3
180.07261,35.69000, 4.7216e-002,1.00000,3
180.07230,35.70000, 4.7478e-002,1.00000,3
180.07199,35.71000, 4.7664e-002,1.00000,3
180.07168,35.72000, 4.7748e-002,1.00000,3
180.07138,35.73000, 4.7713e-002,1.00000,3
180.07107,35.74000, 4.7566e-002,1.00000,3
180.07077,35.75000, 4.7321e-002,1.00000,3
180.07047,35.76000, 4.6990e-002,1.00000,3
180.07017,35.77000, 4.6586e-002,1.00000,3
180.06988,35.78000, 4.6122e-002,1.00000,3
180.06958,35.79000, 4.5610e-002,1.00000,3
180.06928,35.80000, 4.5065e-002,1.00000,3
180.06898,35.81000, 4.4497e-002,1.00000,3
180.06868,35.82000, 4.3922e-002,1.00000,3
180.06838,35.83000, 4.3348e-002,1.00000,3
180.06808,35.84000, 4.2778e-002,1.00000,3
180.06778,35.85000, 4.2216e-002,1.00000,3
180.06748,35.86000, 4.1662e-002,1.00000,3
180.06717,35.87000, 4.1118e-002,1.00000,3
180.06687,35.88000, 4.0586e-002,1.00000,3
180.06657,35.89000, 4.0067e-002,1.00000,3
180.06627,35.90000, 3.9564e-002,1.00000,3
180.06598,35.91000, 3.9078e-002,1.00000,3
180.06568,35.92000, 3.8610e-002,1.00000,3
180.06539,35.93000, 3.8164e-002,1.00000,3
180.06510,35.94000, 3.7747e-002,1.00000,3
180.06481,35.95000, 3.7367e-002,1.00000,3
180.06453,35.96000, 3.7032e-002,1.00000,3
180.06424,35.97000, 3.6749e-002,1.00000,3
180.06396,35.98000, 3.6528e-002,1.00000,3
180.06368,35.99000, 3.6375e-002,1.00000,3
180.06341,36.00000, 3.6299e-002,1.00000,3
180.06313,36.01000, 3.6309e-002,1.00000,3
180.06286,36.02000, 3.6411e-002,1.00000,3
180.06259,36.03000, 3.6607e-002,1.00000,3
180.06232,36.04000, 3.6876e-002,1.00000,3
180.06206,36.05000, 3.7194e-002,1.00000,3
180.06179,36.06000, 3.7536e-002,1.00000,3
180.06153,36.07000, 3.7877e-002,1.00000,3
180.06128,36.08000, 3.8192e-002,1.00000,3
180.06102,36.09000, 3.8456e-002,1.00000,3
180.06077,36.10000, 3.8645e-002,1.00000,3
180.06052,36.11000, 3.8734e-002,1.00000,3
180.06027,36.12000, 3.8698e-002,1.00000,3
180.06003,36.13000, 3.8524e-002,1.00000,3
180.05979,36.14000, 3.8231e-002,1.00000,3
180.05955,36.15000, 3.7847e-002,1.00000,3
180.05931,36.16000, 3.7400e-002,1.00000,3
180.05908,36.17000, 3.6917e-002,1.00000,3
180.05884,36.18000, 3.6425e-002,1.00000,3
180.05860,36.19000, 3.5952e-002,1.00000,3
180.05836,36.20000, 3.5524e-002,1.00000,3
180.05811,36.21000, 3.5169e-002,1.00000,3
180.05786,36.22000, 3.4914e-002,1.00000,3
180.05761,36.23000, 3.4778e-002,1.00000,3
180.05735,36.24000, 3.4749e-002,1.00000,3
180.05709,36.25000, 3.4813e-002,1.00000,3
180.05683,36.26000, 3.4952e-002,1.00000,3
180.05657,36.27000, 3.5152e-002,1.00000,3
180.05631,36.28000, 3.5395e-002,1.00000,3
180.05605,36.29000, 3.5666e-002,1.00000,3
180.05579,36.30000, 3.5949e-002,1.00000,3
180.05553,36.31000, 3.6228e-002,1.00000,3
180.05527,36.32000, 3.6487e-002,1.00000,3
180.05502,36.33000, 3.6713e-002,1.00000,3
180.05477,36.34000, 3.6911e-002,1.00000,3
180.05453,36.35000, 3.7083e-002,1.00000,3
180.05428,36.36000, 3.7236e-002,1.00000,3
180.05404,36.37000, 3.7374e-002,1.00000,3
180.05380,36.38000, 3.7502e-002,1.00000,3
180.05357,36.39000, 3.7626e-002,1.00000,3
180.05333,36.40000, 3.7749e-002,1.00000,3
180.05310,36.41000, 3.7876e-002,1.00000,3
180.05286,36.42000, 3.8014e-002,1.00000,3
180.05263,36.43000, 3.8163e-002,1.00000,3
180.05240,36.44000, 3.8318e-002,1.00000,3
180.05217,36.45000, 3.8470e-002,1.00000,3
180.05194,36.46000, 3.8611e-002,1.00000,3
180.05170,36.47000, 3.8734e-002,1.00000,3
180.05148,36.48000, 3.8830e-002,1.00000,3
180.05125,36.49000, 3.8891e-002,1.00000,3
180.05102,36.50000, 3.8909e-002,1.00000,3
180.05079,36.51000, 3.8876e-002,1.00000,3
180.05057,36.52000, 3.8784e-002,1.00000,3
180.05035,36.53000, 3.8628e-002,1.00000,3
180.05012,36.54000, 3.8415e-002,1.00000,3
180.04990,36.55000, 3.8155e-002,1.00000,3
180.04968,36.56000, 3.7855e-002,1.00000,3
180.04946,36.57000, 3.7524e-002,1.00000,3
180.04925,36.58000, 3.7172e-002,1.00000,3
180.04903,36.59000, 3.6807e-002,1.00000,3
180.04882,36.60000, 3.6438e-002,1.00000,3
180.04861,36.61000, 3.6074e-002,1.00000,3
180.04839,36.62000, 3.5723e-002,1.00000,3
180.04818,36.63000, 3.5393e-002,1.00000,3
180.04798,36.64000, 3.5079e-002,1.00000,3
180.04777,36.65000, 3.4779e-002,1.00000,3
180.04756,36.66000, 3.4488e-002,1.00000,3
180.04736,36.67000, 3.4203e-002,1.00000,3
180.04715,36.68000, 3.3918e-002,1.00000,3
180.04695,36.69000, 3.3631e-002,1.00000,3
180.04674,36.70000, 3.3337e-002,1.00000,3
180.04654,36.71000, 3.3032e-002,1.00000,3
180.04634,36.72000, 3.2711e-002,1.00000,3
180.04613,36.73000, 3.2375e-002,1.00000,3
180.04593,36.74000, 3.2027e-002,1.00000,3
180.04572,36.75000, 3.1675e-002,1.00000,3
180.04552,36.76000, 3.1326e-002,1.00000,3
180.04532,36.77000, 3.0987e-002,1.00000,3
180.04512,36.78000, 3.0666e-002,1.00000,3
180.04492,36.79000, 3.0368e-002,1.00000,3
180.04472,36.80000, 3.0103e-002,1.00000,3
180.04453,36.81000, 2.9875e-002,1.00000,3
180.04434,36.82000, 2.9693e-002,1.00000,3
180.04415,36.83000, 2.9560e-002,1.00000,3
180.04396,36.84000, 2.9468e-002,1.00000,3
180.04378,36.85000, 2.9405e-002,1.00000,3
180.04360,36.86000, 2.9362e-002,1.00000,3
180.04342,36.87000, 2.9329e-002,1.00000,3
180.04324,36.88000, 2.9293e-002,1.00000,3
180.04306,36.89000, 2.9247e-002,1.00000,3
180.04288,36.90000, 2.9177e-002,1.00000,3
180.04270,36.91000, 2.9075e-002,1.00000,3
180.04251,36.92000, 2.8929e-002,1.00000,3
180.04233,36.93000, 2.8735e-002,1.00000,3
180.04214,36.94000, 2.8501e-002,1.00000,3
180.04195,36.95000, 2.8239e-002,1.00000,3
180.04177,36.96000, 2.7962e-002,1.00000,3
180.04158,36.97000, 2.7682e-002,1.00000,3
180.04140,36.98000, 2.7412e-002,1.00000,3
180.04121,36.99000, 2.7163e-002,1.00000,3
180.04104,37.00000, 2.6947e-002,1.00000,3
180.04086,37.01000, 2.6778e-002,1.00000,3
180.04069,37.02000, 2.6667e-002,1.00000,3
180.04053,37.03000, 2.6623e-002,1.00000,3
180.04037,37.04000, 2.6641e-002,1.00000,3
180.04021,37.05000, 2.6716e-002,1.00000,3
180.04006,37.06000, 2.6840e-002,1.00000,3
180.03991,37.07000, 2.7008e-002,1.00000,3
180.03976,37.08000, 2.7213e-002,1.00000,3
180.03961,37.09000, 2.7448e-002,1.00000,3
180.03946,37.10000, 2.7707e-002,1.00000,3
180.03931,37.11000, 2.7984e-002,1.00000,3
180.03916,37.12000, 2.8273e-002,1.00000,3
180.03901,37.13000, 2.8566e-002,1.00000,3
180.03885,37.14000, 2.8860e-002,1.00000,3
180.03870,37.15000, 2.9147e-002,1.00000,3
180.03854,37.16000, 2.9424e-002,1.00000,3
180.03838,37.17000, 2.9684e-002,1.00000,3
180.03822,37.18000, 2.9923e-002,1.00000,3
180.03806,37.19000, 3.0134e-002,1.00000,3
180.03790,37.20000, 3.0314e-002,1.00000,3
180.03773,37.21000, 3.0455e-002,1.00000,3
180.03757,37.22000, 3.0553e-002,1.00000,3
180.03741,37.23000, 3.0604e-002,1.00000,3
180.03726,37.24000, 3.0602e-002,1.00000,3
180.03710,37.25000, 3.0544e-002,1.00000,3
180.03694,37.26000, 3.0425e-002,1.00000,3
180.03679,37.27000, 3.0243e-002,1.00000,3
180.03664,37.28000, 2.9992e-002,1.00000,3
180.03649,37.29000, 2.9669e-002,1.00000,3
180.03634,37.30000, 2.9270e-002,1.00000,3
180.03619,37.31000, 2.8791e-002,1.00000,3
180.03605,37.32000, 2.8227e-002,1.00000,3
180.03590,37.33000, 2.7582e-002,1.00000,3
180.03576,37.34000, 2.6877e-002,1.00000,3
180.03563,37.35000, 2.6138e-002,1.00000,3
180.03549,37.36000, 2.5389e-002,1.00000,3
180.03535,37.37000, 2.4658e-002,1.00000,3
180.03521,37.38000, 2.3969e-002,1.00000,3
180.03507,37.39000, 2.3348e-002,1.00000,3
180.03493,37.40000, 2.2820e-002,1.00000,3
180.03478,37.41000, 2.2412e-002,1.00000,3
180.03463,37.42000, 2.2149e-002,1.00000,3
180.03448,37.43000, 2.2043e-002,1.00000,3
180.03433,37.44000, 2.2069e-002,1.00000,3
180.03417,37.45000, 2.2192e-002,1.00000,3
180.03401,37.46000, 2.2379e-002,1.00000,3
180.03386,37.47000, 2.2595e-002,1.00000,3
180.03370,37.48000, 2.2807e-002,1.00000,3
180.03355,37.49000, 2.2980e-002,1.00000,3
180.03340,37.50000, 2.3081e-002,1.00000,3
180.03325,37.51000, 2.3075e-002,1.00000,3
180.03311,37.52000, 2.2928e-002,1.00000,3
180.03297,37.53000, 2.2622e-002,1.00000,3
180.03283,37.54000, 2.2184e-002,1.00000,3
180.03271,37.55000, 2.1652e-002,1.00000,3
180.03258,37.56000, 2.1061e-002,1.00000,3
180.03246,37.57000, 2.0450e-002,1.00000,3
180.03234,37.58000, 1.9855e-002,1.00000,3
180.03222,37.59000, 1.9312e-002,1.00000,3
180.03210,37.60000, 1.8860e-002,1.00000,3
180.03199,37.61000, 1.8534e-002,1.00000,3
180.03187,37.62000, 1.8372e-002,1.00000,3
180.03176,37.63000, 1.8397e-002,1.00000,3
180.03164,37.64000, 1.8585e-002,1.00000,3
180.03152,37.65000, 1.8906e-002,1.00000,3
180.03141,37.66000, 1.9327e-002,1.00000,3
180.03129,37.67000, 1.9819e-002,1.00000,3
180.03117,37.68000, 2.0349e-002,1.00000,3
180.03105,37.69000, 2.0887e-002,1.00000,3
180.03093,37.70000, 2.1400e-002,1.00000,3
180.03081,37.71000, 2.1858e-002,1.00000,3
180.03070,37.72000, 2.2230e-002,1.00000,3
180.03058,37.73000, 2.2493e-002,1.00000,3
180.03046,37.74000, 2.2652e-002,1.00000,3
180.03033,37.75000, 2.2717e-002,1.00000,3
180.03021,37.76000, 2.2699e-002,1.00000,3
180.03009,37.77000, 2.2609e-002,1.00000,3
180.02997,37.78000, 2.2457e-002,1.00000,3
180.02984,37.79000, 2.2252e-002,1.00000,3
180.02972,37.80000, 2.2007e-002,1.00000,3
180.02959,37.81000, 2.1731e-002,1.00000,3
180.02946,37.82000, 2.1434e-002,1.00000,3
180.02933,37.83000, 2.1127e-002,1.00000,3
180.02920,37.84000, 2.0818e-002,1.00000,3
180.02907,37.85000, 2.0513e-002,1.00000,3
180.02893,37.86000, 2.0221e-002,1.00000,3
180.02881,37.87000, 1.9949e-002,1.00000,3
180.02868,37.88000, 1.9705e-002,1.00000,3
180.02856,37.89000, 1.9497e-002,1.00000,3
180.02844,37.90000, 1.9331e-002,1.00000,3
180.02833,37.91000, 1.9216e-002,1.00000,3
180.02823,37.92000, 1.9159e-002,1.00000,3
180.02813,37.93000, 1.9162e-002,1.00000,3
180.02804,37.94000, 1.9211e-002,1.00000,3
180.02795,37.95000, 1.9289e-002,1.00000,3
180.02787,37.96000, 1.9378e-002,1.00000,3
180.02779,37.97000, 1.9460e-002,1.00000,3
180.02771,37.98000, 1.9518e-002,1.00000,3
180.02764,37.99000, 1.9535e-002,1.00000,3
180.02756,38.00000, 1.9492e-002,1.00000,3
180.02749,38.01000, 1.9372e-002,1.00000,3
180.02741,38.02000, 1.9159e-002,1.00000,3
180.02732,38.03000, 1.8841e-002,1.00000,3
180.02724,38.04000, 1.8436e-002,1.00000,3
180.02715,38.05000, 1.7965e-002,1.00000,3
180.02706,38.06000, 1.7448e-002,1.00000,3
180.02697,38.07000, 1.6907e-002,1.00000,3
180.02688,38.08000, 1.6363e-002,1.00000,3
180.02679,38.09000, 1.5837e-002,1.00000,3
180.02670,38.10000, 1.5350e-002,1.00000,3
180.02661,38.11000, 1.4923e-002,1.00000,3
180.02652,38.12000, 1.4578e-002,1.00000,3
180.02644,38.13000, 1.4326e-002,1.00000,3
180.02636,38.14000, 1.4158e-002,1.00000,3
180.02628,38.15000, 1.4056e-002,1.00000,3
180.02620,38.16000, 1.4005e-002,1.00000,3
180.02612,38.17000, 1.3987e-002,1.00000,3
180.02604,38.18000, 1.3988e-002,1.00000,3
180.02595,38.19000, 1.3989e-002,1.00000,3
180.02587,38.20000, 1.3976e-002,1.00000,3
180.02579,38.21000, 1.3932e-002,1.00000,3
180.02570,38.22000, 1.3840e-002,1.00000,3
180.02561,38.23000, 1.3692e-002,1.00000,3
180.02551,38.24000, 1.3505e-002,1.00000,3
180.02542,38.25000, 1.3299e-002,1.00000,3
180.02532,38.26000, 1.3097e-002,1.00000,3
180.02522,38.27000, 1.2920e-002,1.00000,3
180.02513,38.28000, 1.2788e-002,1.00000,3
180.02503,38.29000, 1.2723e-002,1.00000,3
180.02494,38.30000, 1.2746e-002,1.00000,3
180.02485,38.31000, 1.2879e-002,1.00000,3
180.02476,38.32000, 1.3143e-002,1.00000,3
180.02467,38.33000, 1.3548e-002,1.00000,3
180.02459,38.34000, 1.4068e-002,1.00000,3
180.02451,38.35000, 1.4670e-002,1.00000,3
180.02443,38.36000, 1.5322e-002,1.00000,3
180.02436,38.37000, 1.5992e-002,1.00000,3
180.02429,38.38000, 1.6647e-002,1.00000,3
180.02421,38.39000, 1.7254e-002,1.00000,3
180.02414,38.40000, 1.7780e-002,1.00000,3
180.02407,38.41000, 1.8194e-002,1.00000,3
180.02399,38.42000, 1.8463e-002,1.00000,3
180.02392,38.43000, 1.8566e-002,1.00000,3
180.02384,38.44000, 1.8523e-002,1.00000,3
180.02377,38.45000, 1.8361e-002,1.00000,3
180.02369,38.46000, 1.8107e-002,1.00000,3
180.02361,38.47000, 1.7787e-002,1.00000,3
180.02354,38.48000, 1.7429e-002,1.00000,3
180.02346,38.49000, 1.7059e-002,1.00000,3
180.02338,38.50000, 1.6705e-002,1.00000,3
180.02331,38.51000, 1.6393e-002,1.00000,3
180.02323,38.52000, 1.6151e-002,1.00000,3
180.02315,38.53000, 1.5995e-002,1.00000,3
180.02308,38.54000, 1.5916e-002,1.00000,3
180.02300,38.55000, 1.5899e-002,1.00000,3
180.02293,38.56000, 1.5927e-002,1.00000,3
180.02286,38.57000, 1.5984e-002,1.00000,3
180.02279,38.58000, 1.6056e-002,1.00000,3
180.02272,38.59000, 1.6127e-002,1.00000,3
180.02265,38.60000, 1.6180e-002,1.00000,3
180.02259,38.61000, 1.6201e-002,1.00000,3
180.02252,38.62000, 1.6173e-002,1.00000,3
180.02247,38.63000, 1.6087e-002,1.00000,3
180.02241,38.64000, 1.5958e-002,1.00000,3
180.02235,38.65000, 1.5803e-002,1.00000,3
180.02229,38.66000, 1.5638e-002,1.00000,3
180.02224,38.67000, 1.5483e-002,1.00000,3
180.02218,38.68000, 1.5354e-002,1.00000,3
180.02212,38.69000, 1.5268e-002,1.00000,3
180.02206,38.70000, 1.5244e-002,1.00000,3
180.02200,38.71000, 1.5299e-002,1.00000,3
180.02194,38.72000, 1.5450e-002,1.00000,3
180.02187,38.73000, 1.5706e-002,1.00000,3
180.02180,38.74000, 1.6045e-002,1.00000,3
180.02172,38.75000, 1.6440e-002,1.00000,3
180.02165,38.76000, 1.6863e-002,1.00000,3
180.02157,38.77000, 1.7286e-002,1.00000,3
180.02150,38.78000, 1.7683e-002,1.00000,3
180.02143,38.79000, 1.8027e-002,1.00000,3
180.02136,38.80000, 1.8289e-002,1.00000,3
180.02129,38.81000, 1.8443e-002,1.00000,3
180.02123,38.82000, 1.8462e-002,1.00000,3
180.02117,38.83000, 1.8329e-002,1.00000,3
180.02112,38.84000, 1.8065e-002,1.00000,3
180.02107,38.85000, 1.7700e-002,1.00000,3
180.02103,38.86000, 1.7260e-002,1.00000,3
180.02098,38.87000, 1.6775e-002,1.00000,3
180.02094,38.88000, 1.6273e-002,1.00000,3
180.02090,38.89000, 1.5781e-002,1.00000,3
180.02085,38.90000, 1.5328e-002,1.00000,3
180.02081,38.91000, 1.4942e-002,1.00000,3
180.02076,38.92000, 1.4651e-002,1.00000,3
180.02071,38.93000, 1.4473e-002,1.00000,3
180.02066,38.94000, 1.4393e-002,1.00000,3
180.02061,38.95000, 1.4389e-002,1.00000,3
180.02055,38.96000, 1.4439e-002,1.00000,3
180.02049,38.97000, 1.4522e-002,1.00000,3
180.02043,38.98000, 1.4616e-002,1.00000,3
180.02037,38.99000, 1.4700e-002,1.00000,3
180.02030,39.00000, 1.4751e-002,1.00000,3
180.02024,39.01000, 1.4749e-002,1.00000,3
180.02017,39.02000, 1.4671e-002,1.00000,3
180.02010,39.03000, 1.4504e-002,1.00000,3
180.02004,39.04000, 1.4260e-002,1.00000,3
180.01997,39.05000, 1.3957e-002,1.00000,3
180.01990,39.06000, 1.3612e-002,1.00000,3
180.01984,39.07000, 1.3242e-002,1.00000,3
180.01977,39.08000, 1.2864e-002,1.00000,3
180.01971,39.09000, 1.2496e-002,1.00000,3
180.01964,39.10000, 1.2155e-002,1.00000,3
180.01958,39.11000, 1.1857e-002,1.00000,3
180.01953,39.12000, 1.1622e-002,1.00000,3
180.01947,39.13000, 1.1458e-002,1.00000,3
180.01942,39.14000, 1.1360e-002,1.00000,3
180.01937,39.15000, 1.1317e-002,1.00000,3
180.01932,39.16000, 1.1317e-002,1.00000,3
180.01928,39.17000, 1.1350e-002,1.00000,3
180.01923,39.18000, 1.1406e-002,1.00000,3
180.01919,39.19000, 1.1472e-002,1.00000,3
180.01914,39.20000, 1.1539e-002,1.00000,3
180.01910,39.21000, 1.1595e-002,1.00000,3
180.01906,39.22000, 1.1631e-002,1.00000,3
180.01901,39.23000, 1.1638e-002,1.00000,3
180.01897,39.24000, 1.1622e-002,1.00000,3
180.01892,39.25000, 1.1592e-002,1.00000,3
180.01888,39.26000, 1.1555e-002,1.00000,3
180.01883,39.27000, 1.1520e-002,1.00000,3
180.01878,39.28000, 1.1495e-002,1.00000,3
180.01874,39.29000, 1.1487e-002,1.00000,3
180.01869,39.30000, 1.1504e-002,1.00000,3
180.01864,39.31000, 1.1555e-002,1.00000,3
180.01859,39.32000, 1.1648e-002,1.00000,3
180.01853,39.33000, 1.1785e-002,1.00000,3
180.01848,39.34000, 1.1952e-002,1.00000,3
180.01843,39.35000, 1.2134e-002,1.00000,3
180.01837,39.36000, 1.2312e-002,1.00000,3
180.01832,39.37000, 1.2471e-002,1.00000,3
180.01826,39.38000, 1.2593e-002,1.00000,3
180.01821,39.39000, 1.2662e-002,1.00000,3
180.01816,39.40000, 1.2661e-002,1.00000,3
180.01811,39.41000, 1.2573e-002,1.00000,3
180.01806,39.42000, 1.2381e-002,1.00000,3
180.01801,39.43000, 1.2078e-002,1.00000,3
180.01796,39.44000, 1.1685e-002,1.00000,3
180.01792,39.45000, 1.1230e-002,1.00000,3
180.01788,39.46000, 1.0740e-002,1.00000,3
180.01783,39.47000, 1.0241e-002,1.00000,3
180.01779,39.48000, 9.7620e-003,1.00000,3
180.01776,39.49000, 9.3292e-003,1.00000,3
180.01772,39.50000, 8.9700e-003,1.00000,3
180.01768,39.51000, 8.7117e-003,1.00000,3
180.01765,39.52000, 8.5813e-003,1.00000,3
180.01761,39.53000, 8.5955e-003,1.00000,3
180.01758,39.54000, 8.7375e-003,1.00000,3
180.01754,39.55000, 8.9838e-003,1.00000,3
180.01751,39.56000, 9.3112e-003,1.00000,3
180.01748,39.57000, 9.6963e-003,1.00000,3
180.01744,39.58000, 1.0116e-002,1.00000,3
180.01741,39.59000, 1.0547e-002,1.00000,3
180.01737,39.60000, 1.0965e-002,1.00000,3
180.01733,39.61000, 1.1348e-002,1.00000,3
180.01729,39.62000, 1.1672e-002,1.00000,3
180.01725,39.63000, 1.1921e-002,1.00000,3
180.01721,39.64000, 1.2095e-002,1.00000,3
180.01716,39.65000, 1.2203e-002,1.00000,3
180.01712,39.66000, 1.2251e-002,1.00000,3
180.01707,39.67000, 1.2243e-002,1.00000,3
180.01702,39.68000, 1.2188e-002,1.00000,3
180.01697,39.69000, 1.2091e-002,1.00000,3
180.01692,39.70000, 1.1959e-002,1.00000,3
180.01687,39.71000, 1.1797e-002,1.00000,3
180.01682,39.72000, 1.1613e-002,1.00000,3
180.01677,39.73000, 1.1410e-002,1.00000,3
180.01672,39.74000, 1.1189e-002,1.00000,3
180.01667,39.75000, 1.0948e-002,1.00000,3
180.01662,39.76000, 1.0684e-002,1.00000,3
180.01657,39.77000, 1.0398e-002,1.00000,3
180.01652,39.78000, 1.0086e-002,1.00000,3
180.01648,39.79000, 9.7482e-003,1.00000,3
180.01643,39.80000, 9.3822e-003,1.00000,3
180.01639,39.81000, 8.9865e-003,1.00000,3
180.01635,39.82000, 8.5596e-003,1.00000,3
180.01631,39.83000, 8.1032e-003,1.00000,3
180.01628,39.84000, 7.6287e-003,1.00000,3
180.01624,39.85000, 7.1495e-003,1.00000,3
180.01621,39.86000, 6.6792e-003,1.00000,3
180.01618,39.87000, 6.2310e-003,1.00000,3
180.01614,39.88000, 5.8185e-003,1.00000,3
180.01611,39.89000, 5.4551e-003,1.00000,3
180.01607,39.90000, 5.1541e-003,1.00000,3
180.01604,39.91000, 4.9291e-003,1.00000,3
180.01600,39.92000, 4.7935e-003,1.00000,3
180.01596,39.93000, 4.7544e-003,1.00000,3
180.01592,39.94000, 4.8001e-003,1.00000,3
180.01588,39.95000, 4.9149e-003,1.00000,3
180.01584,39.96000, 5.0831e-003,1.00000,3
180.01581,39.97000, 5.2891e-003,1.00000,3
180.01578,39.98000, 5.5172e-003,1.00000,3
180.01576,39.99000, 5.7518e-003,1.00000,3
180.01575,40.00000, 5.9773e-003,1.00000,3
180.01575,40.01000, 6.1781e-003,1.00000,3
180.01577,40.02000, 6.3384e-003,1.00000,3
180.01580,40.03000, 6.4467e-003,1.00000,3
180.01583,40.04000, 6.5039e-003,1.00000,3
180.01587,40.05000, 6.5135e-003,1.00000,3
180.01592,40.06000, 6.4789e-003,1.00000,3
180.01596,40.07000, 6.4035e-003,1.00000,3
180.01600,40.08000, 6.2908e-003,1.00000,3
180.01602,40.09000, 6.1441e-003,1.00000,3
180.01604,40.10000, 5.9668e-003,1.00000,3
180.01603,40.11000, 5.7625e-003,1.00000,3
180.01600,40.12000, 5.5345e-003,1.00000,3
180.01595,40.13000, 5.2859e-003,1.00000,3
180.01588,40.14000, 5.0192e-003,1.00000,3
180.01579,40.15000, 4.7365e-003,1.00000,3
180.01569,40.16000, 4.4400e-003,1.00000,3
180.01558,40.17000, 4.1319e-003,1.00000,3
180.01547,40.18000, 3.8144e-003,1.00000,3
180.01535,40.19000, 3.4896e-003,1.00000,3
180.01525,40.20000, 3.1599e-003,1.00000,3
180.01515,40.21000, 2.8273e-003,1.00000,3
180.01506,40.22000, 2.4942e-003,1.00000,3
180.01499,40.23000, 2.1643e-003,1.00000,3
180.01494,40.24000, 1.8470e-003,1.00000,3
180.01490,40.25000, 1.5526e-003,1.00000,3
180.01486,40.26000, 1.2915e-003,1.00000,3
180.01483,40.27000, 1.0740e-003,1.00000,3
180.01481,40.28000, 9.1054e-004,1.00000,3
180.01479,40.29000, 8.1136e-004,1.00000,3
180.01476,40.30000, 7.8685e-004,1.00000,3
180.01473,40.31000, 8.4735e-004,1.00000,3
180.01469,40.32000, 1.0032e-003,1.00000,3
180.01464,40.33000, 1.2582e-003,1.00000,3
